sujeto,Time_s,RF,BF,VM,ST,FX
5Nmar,2.174,-0.0046,0.0015,-0.0046,-0.0143,6.6
5Nmar,2.175,-0.0038,0.0007,-0.0053,-0.0143,6.6
5Nmar,2.176,-0.0015,-0.0023,-0.006,-0.0135,6.6
5Nmar,2.177,-0.0038,-0.003,-0.003,-0.012,6.6
5Nmar,2.178,0.0,-0.003,-0.003,-0.0135,6.6
5Nmar,2.179,0.0007,-0.003,-0.0008,-0.012,6.7
5Nmar,2.18,-0.003,-0.003,-0.0008,-0.0128,6.7
5Nmar,2.181,0.0007,-0.0015,-0.0015,-0.0113,6.7
5Nmar,2.182,-0.0008,0.0007,-0.003,-0.0075,6.7
5Nmar,2.183,0.0007,0.0,-0.0053,-0.0105,6.7
5Nmar,2.184,0.0,0.0,-0.0038,-0.0135,6.7
5Nmar,2.185,-0.0008,-0.0008,-0.0046,-0.0165,6.7
5Nmar,2.186,0.0045,-0.0008,-0.0023,-0.0173,6.7
5Nmar,2.187,0.0052,-0.0015,-0.0008,-0.0188,6.7
5Nmar,2.188,0.0082,-0.0023,-0.0008,-0.021,6.7
5Nmar,2.189,0.0082,-0.0008,0.0015,-0.0195,6.7
5Nmar,2.19,0.0052,0.0007,-0.0023,-0.0165,6.7
5Nmar,2.191,0.0007,0.003,-0.0075,-0.0165,6.7
5Nmar,2.192,0.0007,0.0045,-0.0068,-0.0203,6.7
5Nmar,2.193,0.0052,0.0015,-0.0046,-0.0225,6.8
5Nmar,2.194,0.0045,-0.0023,0.0007,-0.024,6.8
5Nmar,2.195,0.003,-0.0046,0.0007,-0.0263,6.8
5Nmar,2.196,0.003,-0.0068,0.0022,-0.0278,6.8
5Nmar,2.197,0.0,-0.0091,0.0045,-0.0293,6.8
5Nmar,2.198,0.0,-0.0083,0.0022,-0.0263,6.8
5Nmar,2.199,0.0007,-0.0053,0.0015,-0.0256,6.8
5Nmar,2.2,0.0022,-0.0046,0.0015,-0.0278,6.8
5Nmar,2.201,0.0015,-0.003,0.0022,-0.0285,6.8
5Nmar,2.202,0.0007,0.0037,0.0045,-0.03,6.8
5Nmar,2.203,-0.0008,0.0082,0.003,-0.0315,6.8
5Nmar,2.204,-0.0015,0.006,0.0015,-0.0285,6.8
5Nmar,2.205,-0.0015,0.0022,0.0007,-0.0256,6.8
5Nmar,2.206,-0.006,-0.0015,0.0015,-0.027,6.8
5Nmar,2.207,0.0,-0.0046,0.003,-0.0248,6.8
5Nmar,2.208,0.0015,-0.0038,0.0015,-0.0256,6.8
5Nmar,2.209,0.0015,-0.0053,0.0007,-0.0278,6.8
5Nmar,2.21,0.0045,-0.0053,0.0022,-0.0278,6.8
5Nmar,2.211,0.0037,0.0,0.003,-0.0293,6.8
5Nmar,2.212,0.0007,0.003,0.0007,-0.027,6.8
5Nmar,2.213,0.0007,0.0022,-0.0015,-0.0263,6.8
5Nmar,2.214,0.0007,0.0,-0.0008,-0.0256,6.8
5Nmar,2.215,-0.0046,-0.0008,-0.0008,-0.0233,6.8
5Nmar,2.216,-0.0008,-0.0015,0.0015,-0.0218,6.8
5Nmar,2.217,-0.0023,-0.0015,-0.0008,-0.0188,6.8
5Nmar,2.218,0.0007,-0.003,-0.0015,-0.0188,6.8
5Nmar,2.219,0.006,-0.0046,-0.0008,-0.0158,6.8
5Nmar,2.22,0.0082,-0.0038,-0.0015,-0.012,6.8
5Nmar,2.221,0.009,-0.0038,0.0007,-0.0143,6.8
5Nmar,2.222,0.0082,-0.0023,-0.0008,-0.0105,6.8
5Nmar,2.223,0.0067,-0.0008,0.0007,-0.0105,6.8
5Nmar,2.224,0.0052,0.0007,-0.0008,-0.0098,6.8
5Nmar,2.225,0.0045,0.0007,-0.003,-0.0046,6.8
5Nmar,2.226,0.003,-0.0008,-0.0008,-0.0015,6.8
5Nmar,2.227,0.0007,-0.0008,-0.0038,0.0037,6.8
5Nmar,2.228,0.0007,0.003,-0.006,0.0112,6.8
5Nmar,2.229,-0.0015,0.0037,-0.0075,0.0202,6.8
5Nmar,2.23,-0.0015,0.003,-0.0083,0.018,6.8
5Nmar,2.231,0.0007,0.0045,-0.0068,0.018,6.8
5Nmar,2.232,-0.0008,0.0022,-0.0083,0.015,6.8
5Nmar,2.233,0.0015,0.0007,-0.006,0.0112,6.8
5Nmar,2.234,0.003,-0.0023,-0.0053,0.0135,6.8
5Nmar,2.235,-0.0008,-0.0046,-0.006,0.0127,6.8
5Nmar,2.236,0.003,-0.006,-0.003,0.0157,6.8
5Nmar,2.237,0.0052,-0.012,-0.0008,0.0232,6.8
5Nmar,2.238,0.0067,-0.0165,-0.0008,0.03,6.8
5Nmar,2.239,0.0067,-0.0158,0.0007,0.0277,6.8
5Nmar,2.24,0.0067,-0.0091,0.0007,0.0232,6.7
5Nmar,2.241,0.0052,0.0045,0.0007,0.0232,6.7
5Nmar,2.242,0.003,0.024,0.0015,0.0195,6.7
5Nmar,2.243,0.0045,0.0255,0.003,0.0202,6.7
5Nmar,2.244,0.003,0.0247,0.006,0.0232,6.7
5Nmar,2.245,0.0045,0.0367,0.003,0.0232,6.7
5Nmar,2.246,0.0045,0.024,-0.0008,0.0217,6.7
5Nmar,2.247,0.0015,0.003,-0.0008,0.018,6.7
5Nmar,2.248,0.003,0.0075,-0.0008,0.0127,6.7
5Nmar,2.249,0.0075,0.0045,0.003,0.0015,6.7
5Nmar,2.25,0.0045,-0.006,0.0037,-0.0083,6.7
5Nmar,2.251,0.0007,-0.0091,0.0045,-0.0046,6.7
5Nmar,2.252,0.0007,-0.0128,0.0045,0.003,6.7
5Nmar,2.253,0.0022,-0.0105,0.0022,0.0127,6.7
5Nmar,2.254,0.0015,-0.0098,0.0045,0.0112,6.7
5Nmar,2.255,-0.0008,-0.0113,0.003,0.0112,6.7
5Nmar,2.256,0.0015,-0.0083,0.0007,0.0105,6.7
5Nmar,2.257,0.003,-0.0015,0.003,0.0067,6.7
5Nmar,2.258,0.003,-0.0008,0.003,0.0082,6.7
5Nmar,2.259,0.0045,-0.0015,0.0015,0.006,6.7
5Nmar,2.26,0.0045,0.0007,-0.0008,0.0097,6.7
5Nmar,2.261,0.0,-0.0008,-0.0008,0.0097,6.7
5Nmar,2.262,-0.0015,0.0015,-0.0015,0.0067,6.7
5Nmar,2.263,-0.0046,0.0015,-0.0008,0.0067,6.7
5Nmar,2.264,-0.0046,-0.0008,0.0007,0.0052,6.7
5Nmar,2.265,-0.0008,0.0,0.0,0.0045,6.7
5Nmar,2.266,0.0007,-0.0015,0.0007,0.006,6.7
5Nmar,2.267,0.0007,-0.0008,-0.0008,0.0142,6.7
5Nmar,2.268,-0.0015,-0.0023,-0.0023,0.0187,6.7
5Nmar,2.269,-0.0008,-0.003,-0.0015,0.0097,6.7
5Nmar,2.27,0.0007,-0.0008,-0.0008,0.0052,6.7
5Nmar,2.271,0.0007,0.0,0.0015,0.0082,6.7
5Nmar,2.272,-0.0008,0.0022,0.0015,0.0052,6.7
5Nmar,2.273,0.0015,0.003,0.0007,0.006,6.7
5Nmar,2.274,0.003,0.0015,0.0007,0.0037,6.7
5Nmar,2.275,-0.0008,0.0015,-0.0008,0.0045,6.7
5Nmar,2.276,-0.0008,0.0045,0.0007,0.0045,6.7
5Nmar,2.277,0.0007,0.0037,0.0007,0.003,6.7
5Nmar,2.278,0.0015,0.0022,0.0007,0.0022,6.7
5Nmar,2.279,0.003,-0.0008,0.0037,-0.0008,6.7
5Nmar,2.28,0.003,0.0007,0.003,0.003,6.6
5Nmar,2.281,0.0022,0.0022,0.0022,0.0015,6.6
5Nmar,2.282,0.003,0.0015,0.0007,0.0015,6.6
5Nmar,2.283,0.0052,0.0015,-0.0008,0.003,6.6
5Nmar,2.284,0.0045,-0.0008,0.0007,0.0022,6.6
5Nmar,2.285,0.0045,-0.0015,0.0015,0.0007,6.6
5Nmar,2.286,0.0052,-0.0015,0.003,-0.0023,6.6
5Nmar,2.287,0.0007,-0.003,0.0045,-0.0038,6.5
5Nmar,2.288,0.0015,-0.0046,0.0045,-0.0083,6.5
5Nmar,2.289,0.0015,-0.006,0.0075,-0.0098,6.5
5Nmar,2.29,0.0007,-0.0053,0.0082,-0.012,6.5
5Nmar,2.291,0.0007,-0.006,0.0067,-0.0105,6.5
5Nmar,2.292,-0.0015,-0.0083,0.0082,-0.0068,6.4
5Nmar,2.293,0.0022,-0.0068,0.0045,-0.0023,6.4
5Nmar,2.294,0.003,0.0,-0.0008,0.003,6.4
5Nmar,2.295,0.0007,0.0052,-0.003,0.0075,6.4
5Nmar,2.296,0.003,0.0052,-0.0038,0.0082,6.4
5Nmar,2.297,0.0037,0.0067,-0.0015,0.003,6.3
5Nmar,2.298,0.0045,0.0082,0.0,0.003,6.3
5Nmar,2.299,0.0007,0.0082,-0.0015,0.003,6.3
5Nmar,2.3,0.0007,0.0045,-0.0015,0.0015,6.3
5Nmar,2.301,0.0022,-0.0015,0.0007,0.0007,6.3
5Nmar,2.302,0.003,0.0007,0.0007,-0.003,6.3
5Nmar,2.303,0.0045,-0.0008,0.0015,-0.0046,6.2
5Nmar,2.304,0.0,0.0,0.0015,-0.0046,6.2
5Nmar,2.305,0.0007,0.003,0.0015,-0.0046,6.1
5Nmar,2.306,-0.0038,0.0015,0.0015,-0.0053,6.1
5Nmar,2.307,-0.0068,0.0037,0.0,-0.0083,6.1
5Nmar,2.308,-0.0046,0.0045,0.0007,-0.0098,6.0
5Nmar,2.309,-0.0023,0.0007,0.0015,-0.0098,6.0
5Nmar,2.31,-0.0008,-0.015,0.0007,-0.0091,5.9
5Nmar,2.311,0.0,-0.0173,0.0007,-0.0075,5.9
5Nmar,2.312,-0.0008,-0.0105,-0.0008,-0.0053,5.9
5Nmar,2.313,-0.0053,-0.0143,0.0007,-0.0053,5.8
5Nmar,2.314,-0.0023,-0.012,-0.0008,-0.0015,5.8
5Nmar,2.315,0.0007,-0.012,-0.0015,0.0007,5.8
5Nmar,2.316,-0.0008,-0.0083,0.0007,0.0007,5.8
5Nmar,2.317,0.0037,0.0045,0.0007,-0.0023,5.7
5Nmar,2.318,0.0045,0.018,0.0022,-0.006,5.7
5Nmar,2.319,0.0052,0.024,0.0015,-0.0068,5.7
5Nmar,2.32,0.0067,0.0157,-0.0008,-0.006,5.6
5Nmar,2.321,0.0082,0.009,-0.0015,-0.0068,5.6
5Nmar,2.322,0.0067,0.0067,-0.0038,-0.006,5.6
5Nmar,2.323,0.0052,0.0007,-0.0046,-0.0083,5.5
5Nmar,2.324,0.0045,-0.003,-0.0053,-0.0068,5.5
5Nmar,2.325,0.003,-0.003,-0.0068,-0.0053,5.5
5Nmar,2.326,0.0052,-0.0046,-0.0038,-0.006,5.5
5Nmar,2.327,0.0045,-0.0053,-0.0038,-0.0046,5.4
5Nmar,2.328,0.0052,-0.0023,-0.0046,-0.0046,5.4
5Nmar,2.329,0.0052,-0.0008,-0.0053,-0.0023,5.4
5Nmar,2.33,0.0037,0.0,-0.0053,-0.0008,5.3
5Nmar,2.331,0.0082,0.0007,-0.003,-0.0008,5.3
5Nmar,2.332,0.0052,-0.0008,-0.003,0.0022,5.3
5Nmar,2.333,0.0045,-0.0008,-0.0015,0.003,5.3
5Nmar,2.334,0.0045,-0.0008,-0.0046,0.0037,5.3
5Nmar,2.335,0.0015,-0.003,-0.0008,0.003,5.3
5Nmar,2.336,0.0045,-0.0008,-0.0015,0.0037,5.2
5Nmar,2.337,0.0045,-0.0015,-0.0015,0.003,5.2
5Nmar,2.338,0.0052,-0.003,0.0,0.0,5.2
5Nmar,2.339,0.0075,-0.0046,-0.0008,-0.0015,5.2
5Nmar,2.34,0.0067,-0.0053,0.0015,-0.0023,5.1
5Nmar,2.341,0.0075,-0.003,0.0015,-0.003,5.1
5Nmar,2.342,0.003,-0.0023,0.003,-0.0023,5.1
5Nmar,2.343,0.0,0.0,-0.0015,0.003,5.0
5Nmar,2.344,-0.0015,0.0045,-0.006,0.0127,5.0
5Nmar,2.345,-0.0091,0.0075,-0.0091,0.015,5.0
5Nmar,2.346,-0.0068,0.009,-0.0105,0.0127,5.0
5Nmar,2.347,-0.0015,0.0075,-0.0083,0.0105,5.0
5Nmar,2.348,0.003,0.0045,-0.0083,0.0082,4.9
5Nmar,2.349,0.003,0.003,-0.0053,0.0067,4.9
5Nmar,2.35,0.0022,0.0015,-0.0038,0.0037,4.9
5Nmar,2.351,0.003,-0.0008,-0.0023,0.0045,4.9
5Nmar,2.352,0.003,-0.003,-0.0008,0.003,4.9
5Nmar,2.353,0.003,-0.003,-0.0008,0.0007,4.8
5Nmar,2.354,0.0,-0.0015,0.0015,0.0,4.8
5Nmar,2.355,0.0007,-0.0008,0.0,-0.0008,4.8
5Nmar,2.356,0.0015,0.0,0.0007,0.0015,4.8
5Nmar,2.357,0.0007,0.0007,0.0015,0.0045,4.8
5Nmar,2.358,-0.0023,0.003,-0.0015,0.0067,4.7
5Nmar,2.359,-0.0038,0.003,-0.0023,0.006,4.7
5Nmar,2.36,-0.0038,0.0,-0.0015,0.0045,4.6
5Nmar,2.361,-0.0023,-0.0023,0.0015,0.0015,4.6
5Nmar,2.362,0.003,-0.003,0.0007,0.0007,4.6
5Nmar,2.363,0.0045,-0.0008,0.003,-0.0008,4.6
5Nmar,2.364,0.0045,-0.0008,0.0045,-0.0015,4.6
5Nmar,2.365,0.0015,-0.003,0.0045,-0.003,4.5
5Nmar,2.366,0.003,-0.003,0.0022,-0.0053,4.5
5Nmar,2.367,0.0007,-0.0038,-0.0023,-0.0046,4.5
5Nmar,2.368,-0.003,-0.0046,-0.003,-0.0015,4.5
5Nmar,2.369,-0.003,-0.003,-0.003,0.0007,4.5
5Nmar,2.37,-0.0015,-0.0015,0.0007,0.0015,4.4
5Nmar,2.371,0.0015,-0.0015,-0.0008,0.0007,4.4
5Nmar,2.372,0.0015,0.0015,0.0007,-0.0015,4.4
5Nmar,2.373,0.0045,0.0037,0.0067,-0.0038,4.3
5Nmar,2.374,0.003,0.0007,0.0082,-0.0053,4.3
5Nmar,2.375,0.0015,0.0007,0.0082,-0.0068,4.3
5Nmar,2.376,0.0007,-0.0015,0.0082,-0.0068,4.2
5Nmar,2.377,-0.0008,-0.0023,0.0067,-0.0046,4.2
5Nmar,2.378,-0.0008,-0.0008,0.0007,0.0,4.2
5Nmar,2.379,-0.0046,0.0015,-0.0015,0.0037,4.2
5Nmar,2.38,-0.0046,0.0052,0.0007,0.0015,4.1
5Nmar,2.381,-0.003,0.0037,0.003,-0.0015,4.1
5Nmar,2.382,0.003,0.0015,0.0075,-0.003,4.1
5Nmar,2.383,0.0075,-0.0008,0.0097,-0.003,4.1
5Nmar,2.384,0.0052,-0.003,0.0112,-0.0015,4.1
5Nmar,2.385,0.0082,-0.0015,0.0127,-0.0008,4.1
5Nmar,2.386,0.009,-0.0053,0.0142,-0.0008,4.1
5Nmar,2.387,0.0105,-0.0105,0.0157,-0.0023,4.1
5Nmar,2.388,0.012,-0.0135,0.0165,-0.0008,4.0
5Nmar,2.389,0.0082,-0.0143,0.0172,-0.003,4.0
5Nmar,2.39,0.0082,-0.015,0.0172,-0.0053,4.0
5Nmar,2.391,0.0112,-0.0135,0.0187,-0.0046,4.0
5Nmar,2.392,0.0105,-0.0053,0.0165,-0.0015,4.0
5Nmar,2.393,0.0067,0.0015,0.0127,0.0022,4.0
5Nmar,2.394,0.003,0.015,0.009,0.0045,4.0
5Nmar,2.395,-0.003,0.0322,0.0067,0.0052,4.0
5Nmar,2.396,-0.0075,0.0255,0.0067,0.0067,4.0
5Nmar,2.397,-0.0068,0.012,0.0082,0.0037,4.0
5Nmar,2.398,-0.0046,0.0052,0.0082,0.0,4.0
5Nmar,2.399,0.0022,-0.0008,0.012,-0.0023,4.0
5Nmar,2.4,0.0067,-0.0015,0.0142,-0.0038,3.9
5Nmar,2.401,0.0052,-0.0038,0.015,-0.0053,3.9
5Nmar,2.402,0.0067,-0.003,0.0157,-0.006,4.0
5Nmar,2.403,0.006,-0.003,0.0165,-0.0068,4.0
5Nmar,2.404,0.003,-0.0038,0.0172,-0.0068,4.0
5Nmar,2.405,0.003,-0.0008,0.0172,-0.0075,4.0
5Nmar,2.406,0.0022,0.0,0.0142,-0.003,4.0
5Nmar,2.407,-0.0015,0.003,0.0075,0.0007,4.0
5Nmar,2.408,0.0007,0.0,0.0067,-0.0015,4.0
5Nmar,2.409,0.0022,-0.0008,0.0082,-0.0008,4.0
5Nmar,2.41,-0.0023,-0.0015,0.0045,-0.0053,4.0
5Nmar,2.411,0.0,-0.0038,0.0037,-0.0046,4.0
5Nmar,2.412,0.0045,-0.0053,0.0037,-0.0083,4.1
5Nmar,2.413,0.0007,-0.0105,0.003,-0.0105,4.1
5Nmar,2.414,0.0007,-0.0068,0.003,-0.0105,4.1
5Nmar,2.415,0.0015,-0.0038,0.003,-0.012,4.1
5Nmar,2.416,-0.0008,-0.003,0.003,-0.0128,4.1
5Nmar,2.417,-0.0023,-0.0015,0.0007,-0.0158,4.1
5Nmar,2.418,0.0,-0.0046,0.0015,-0.015,4.1
5Nmar,2.419,0.0,-0.0015,0.0015,-0.0143,4.2
5Nmar,2.42,0.0015,-0.0015,0.0007,-0.0165,4.2
5Nmar,2.421,0.003,-0.0015,0.0,-0.0135,4.2
5Nmar,2.422,0.0015,-0.0023,-0.0008,-0.012,4.2
5Nmar,2.423,0.0007,-0.003,0.0015,-0.0113,4.3
5Nmar,2.424,-0.0008,-0.0015,0.0022,-0.012,4.3
5Nmar,2.425,-0.0023,0.0007,0.003,-0.012,4.3
5Nmar,2.426,-0.0008,0.0,0.003,-0.0105,4.3
5Nmar,2.427,0.0022,-0.0015,0.0015,-0.0098,4.3
5Nmar,2.428,0.0037,-0.0015,0.0007,-0.0113,4.4
5Nmar,2.429,0.0045,-0.0015,-0.0008,-0.012,4.4
5Nmar,2.43,0.0045,-0.0015,-0.003,-0.0105,4.4
5Nmar,2.431,0.0052,-0.0023,-0.0023,-0.0098,4.4
5Nmar,2.432,0.0037,-0.0008,-0.0008,-0.012,4.5
5Nmar,2.433,0.0037,-0.0008,-0.003,-0.012,4.5
5Nmar,2.434,0.0007,-0.0008,-0.003,-0.0128,4.5
5Nmar,2.435,0.0015,0.0007,-0.003,-0.0143,4.5
5Nmar,2.436,0.0037,0.0,-0.0046,-0.0105,4.5
5Nmar,2.437,0.0015,0.0007,-0.0046,-0.0083,4.5
5Nmar,2.438,0.0007,-0.0015,-0.0038,-0.0068,4.6
5Nmar,2.439,0.0007,-0.0008,0.0,-0.006,4.6
5Nmar,2.44,0.0015,0.0007,0.0,-0.0075,4.6
5Nmar,2.441,0.0007,-0.0008,-0.0008,-0.0068,4.7
5Nmar,2.442,0.0,0.0,0.0007,-0.0068,4.7
5Nmar,2.443,0.0,-0.0015,-0.0008,-0.0083,4.8
5Nmar,2.444,0.0007,0.0007,-0.0015,-0.0053,4.8
5Nmar,2.445,0.0022,0.003,-0.0015,-0.0046,4.9
5Nmar,2.446,0.0007,0.003,-0.0023,-0.003,4.9
5Nmar,2.447,0.0045,0.0007,-0.0046,-0.0038,4.9
5Nmar,2.448,0.0037,0.0,-0.003,-0.0038,5.0
5Nmar,2.449,0.0007,-0.0023,-0.0008,0.0007,5.0
5Nmar,2.45,0.0007,-0.0015,-0.003,0.0015,5.1
5Nmar,2.451,-0.0008,0.0007,-0.0038,0.0015,5.2
5Nmar,2.452,0.0015,-0.0008,-0.0046,0.0045,5.2
5Nmar,2.453,0.0037,-0.0015,-0.003,0.0045,5.3
5Nmar,2.454,0.0037,-0.0038,-0.003,0.0052,5.3
5Nmar,2.455,0.0015,-0.0023,-0.0053,0.003,5.3
5Nmar,2.456,0.0015,-0.0008,-0.0046,0.0,5.4
5Nmar,2.457,0.0022,-0.0008,-0.0053,-0.0008,5.4
5Nmar,2.458,0.0015,0.0015,-0.006,0.0015,5.5
5Nmar,2.459,0.0007,-0.0015,-0.003,0.003,5.5
5Nmar,2.46,-0.0015,-0.0023,-0.0083,0.003,5.6
5Nmar,2.461,0.0022,-0.0008,-0.0083,0.003,5.6
5Nmar,2.462,0.0045,-0.0015,-0.0083,0.0022,5.7
5Nmar,2.463,0.0037,-0.0008,-0.0075,0.0022,5.8
5Nmar,2.464,0.0045,0.0007,-0.0091,0.0015,5.8
5Nmar,2.465,0.0045,-0.003,-0.0105,0.0022,5.9
5Nmar,2.466,0.0045,-0.0015,-0.012,0.0037,5.9
5Nmar,2.467,0.0022,0.0007,-0.0128,0.0052,6.0
5Nmar,2.468,0.0045,0.0015,-0.0091,0.0067,6.0
5Nmar,2.469,0.0067,0.0015,-0.0091,0.0075,6.1
5Nmar,2.47,0.0052,0.0015,-0.0105,0.0067,6.2
5Nmar,2.471,0.0052,0.0037,-0.012,0.0067,6.2
5Nmar,2.472,0.003,0.0022,-0.0128,0.0052,6.3
5Nmar,2.473,0.0,0.0015,-0.0128,0.0067,6.3
5Nmar,2.474,0.0022,0.0007,-0.0128,0.0082,6.4
5Nmar,2.475,0.0045,-0.0008,-0.0105,0.0105,6.5
5Nmar,2.476,0.0015,0.0022,-0.0113,0.0135,6.5
5Nmar,2.477,0.0015,0.0007,-0.0128,0.0142,6.6
5Nmar,2.478,0.0022,-0.0008,-0.0113,0.0142,6.6
5Nmar,2.479,0.0,-0.0008,-0.012,0.0127,6.7
5Nmar,2.48,-0.0008,-0.003,-0.012,0.0142,6.7
5Nmar,2.481,-0.0008,-0.0046,-0.012,0.0142,6.8
5Nmar,2.482,-0.0023,-0.0053,-0.012,0.0127,6.9
5Nmar,2.483,-0.003,-0.0046,-0.012,0.012,7.0
5Nmar,2.484,-0.0015,-0.0038,-0.012,0.009,7.0
5Nmar,2.485,-0.0015,-0.0008,-0.012,0.012,7.1
5Nmar,2.486,-0.0008,0.0045,-0.0091,0.0142,7.2
5Nmar,2.487,-0.0008,0.012,-0.0091,0.0127,7.2
5Nmar,2.488,0.0022,0.0172,-0.0091,0.0127,7.3
5Nmar,2.489,0.0052,0.012,-0.0105,0.012,7.4
5Nmar,2.49,0.0,0.0067,-0.0098,0.0105,7.5
5Nmar,2.491,0.0007,0.0045,-0.0098,0.0097,7.6
5Nmar,2.492,0.003,0.0007,-0.0105,0.0067,7.6
5Nmar,2.493,0.003,0.0007,-0.0105,0.0082,7.7
5Nmar,2.494,0.0015,0.0007,-0.0105,0.0082,7.7
5Nmar,2.495,-0.0008,0.0015,-0.0068,0.0075,7.8
5Nmar,2.496,-0.003,0.0007,-0.0068,0.009,7.9
5Nmar,2.497,-0.0015,0.0007,-0.0091,0.0067,8.0
5Nmar,2.498,-0.0008,-0.0008,-0.0083,0.0052,8.1
5Nmar,2.499,-0.0038,0.0,-0.0113,0.0037,8.1
5Nmar,2.5,-0.0053,0.0,-0.0128,0.0015,8.2
5Nmar,2.501,-0.0053,0.0007,-0.0098,0.003,8.3
5Nmar,2.502,-0.0038,0.0022,-0.0098,0.003,8.4
5Nmar,2.503,-0.0008,0.0,-0.0098,0.003,8.5
5Nmar,2.504,0.003,0.0007,-0.0083,0.003,8.5
5Nmar,2.505,0.0015,0.0007,-0.0083,0.0052,8.6
5Nmar,2.506,0.0052,-0.0008,-0.0083,0.0045,8.7
5Nmar,2.507,0.0037,0.0,-0.006,0.0045,8.8
5Nmar,2.508,0.0015,0.0007,-0.0023,0.0045,8.9
5Nmar,2.509,0.0015,0.0007,-0.003,0.0045,9.0
5Nmar,2.51,-0.0038,0.0015,-0.0015,0.0037,9.1
5Nmar,2.511,0.0007,0.0022,0.0,0.0007,9.2
5Nmar,2.512,0.0022,0.0015,-0.003,0.0007,9.3
5Nmar,2.513,0.003,0.0007,-0.0038,-0.0008,9.4
5Nmar,2.514,0.0052,0.0015,-0.0038,0.0015,9.4
5Nmar,2.515,0.0097,0.0015,-0.0046,0.0015,9.5
5Nmar,2.516,0.0105,0.0007,-0.0046,0.0007,9.6
5Nmar,2.517,0.006,0.0,-0.0053,0.0052,9.7
5Nmar,2.518,0.0082,0.0,-0.0046,0.0045,9.8
5Nmar,2.519,0.0015,0.0,-0.0053,0.0022,9.9
5Nmar,2.52,0.0022,-0.0053,-0.0075,-0.0008,10.0
5Nmar,2.521,0.0052,-0.0091,-0.0098,-0.0015,10.1
5Nmar,2.522,0.0007,-0.006,-0.0113,-0.0015,10.2
5Nmar,2.523,0.0015,-0.006,-0.0128,-0.0046,10.3
5Nmar,2.524,0.0015,-0.0091,-0.0135,-0.0053,10.4
5Nmar,2.525,0.0015,-0.0068,-0.0135,-0.003,10.5
5Nmar,2.526,0.0037,-0.0068,-0.0165,0.0007,10.6
5Nmar,2.527,0.0037,-0.003,-0.0158,0.0022,10.7
5Nmar,2.528,0.0037,0.0045,-0.0143,0.0037,10.7
5Nmar,2.529,0.0022,-0.0068,-0.0135,0.0037,10.8
5Nmar,2.53,0.0052,-0.0113,-0.0128,0.0045,11.0
5Nmar,2.531,0.0022,0.0097,-0.0135,0.003,11.1
5Nmar,2.532,0.0,0.0255,-0.0098,0.003,11.2
5Nmar,2.533,-0.0008,0.0217,-0.0075,0.0037,11.2
5Nmar,2.534,-0.0023,0.0105,-0.0046,0.0045,11.3
5Nmar,2.535,0.0022,0.003,-0.0008,0.0075,11.4
5Nmar,2.536,0.003,0.0022,0.0022,0.0082,11.5
5Nmar,2.537,0.0015,0.003,0.0015,0.0082,11.7
5Nmar,2.538,0.003,0.0022,0.003,0.0052,11.7
5Nmar,2.539,0.003,0.0045,0.0052,0.0052,11.8
5Nmar,2.54,0.0022,0.0037,0.0045,0.0105,11.9
5Nmar,2.541,-0.0008,0.0045,0.0052,0.0082,12.1
5Nmar,2.542,-0.0015,0.0037,0.0045,0.0082,12.2
5Nmar,2.543,-0.0038,0.0015,0.0052,0.0067,12.3
5Nmar,2.544,-0.0053,0.0,0.0082,0.003,12.4
5Nmar,2.545,-0.003,-0.012,0.0082,0.0015,12.6
5Nmar,2.546,-0.0046,-0.0233,0.0105,-0.0008,12.7
5Nmar,2.547,-0.0008,-0.024,0.0127,0.0007,12.8
5Nmar,2.548,0.0,-0.0181,0.018,0.0007,13.0
5Nmar,2.549,-0.0023,-0.0091,0.0157,0.0,13.1
5Nmar,2.55,-0.003,-0.0105,0.015,-0.003,13.2
5Nmar,2.551,-0.0046,-0.0053,0.018,-0.0015,13.3
5Nmar,2.552,0.0007,0.0045,0.0187,0.0022,13.5
5Nmar,2.553,0.0007,0.003,0.0217,0.0,13.6
5Nmar,2.554,0.0022,0.0165,0.0202,0.0022,13.7
5Nmar,2.555,0.0015,0.0307,0.018,-0.0008,13.9
5Nmar,2.556,-0.0008,0.0202,0.0165,-0.003,14.0
5Nmar,2.557,0.0007,0.0142,0.015,-0.0046,14.1
5Nmar,2.558,-0.0008,0.0052,0.0157,-0.0053,14.2
5Nmar,2.559,0.0015,-0.0098,0.0135,-0.0038,14.4
5Nmar,2.56,0.0007,-0.006,0.012,-0.0015,14.5
5Nmar,2.561,0.0022,-0.0128,0.009,-0.0015,14.7
5Nmar,2.562,0.0045,-0.0195,0.0067,-0.003,14.8
5Nmar,2.563,0.0052,-0.0188,0.0045,-0.0015,15.0
5Nmar,2.564,0.0067,-0.0188,0.0015,-0.003,15.2
5Nmar,2.565,0.0045,-0.0165,0.0015,-0.0038,15.4
5Nmar,2.566,0.003,-0.006,0.0,-0.0038,15.6
5Nmar,2.567,0.0037,0.021,0.0,-0.003,15.8
5Nmar,2.568,0.0075,0.033,-0.0015,-0.0015,16.0
5Nmar,2.569,0.0082,0.0292,-0.0023,-0.0015,16.2
5Nmar,2.57,0.009,0.024,-0.0023,-0.003,16.3
5Nmar,2.571,0.009,0.0195,-0.003,-0.0053,16.5
5Nmar,2.572,0.0067,0.024,-0.0015,-0.0046,16.7
